,album_name,track_name,Cluster
145,Timeless,Nothing's gonna change my love for you,1
146,The Line-Up,明年今日,1
147,"不相信別人 (劇集 ""刑偵日記"" 片尾曲)","不相信別人 - 劇集 ""刑偵日記"" 片尾曲",1
148,彭家麗 至愛精選,"是不是這樣的夜晚, 你才會這樣的想起我",1
149,黃凱芹給您留念30首,情未了,1
150,打得火熱,K歌之王,1
151,火炭麗琪,火炭麗琪,1
152,The Soulboy Collection,三人遊,1
153,晚安晚安,一個人回家,1
154,銀河修理員,銀河修理員,1
155,吻別,吻別,1
156,明哥之歌,親愛的瑪嘉烈,1
157,要多美麗有多美麗,漩渦,1
158,火炭麗琪,下亞厘畢道,1
159,香港是個大商場,rm1210,1
160,還原淚,還原淚,1
161,寂寞的星期五,牛頭角青年,1
162,適婚的年齡,今晚講嘢夜唔夜,1
163,執迷不悔,執迷不悔,1
164,適婚的年齡,我在暗中儲首期,1
165,適婚的年齡,給親戚看見我一個人食吉野家,1
166,Don't Text Him,油尖旺金毛玲,1
167,適婚的年齡,京都民宿夜,1
168,討好自己,愛與痛的邊緣,1
169,Awakening,癡情司,1
170,只愛陌生人,百年孤寂,2
171,艷光四射,明目張膽,1
172,Limerence,銀河修理員,1
173,Urban Emotions,櫻花樹下,1
174,Stat UP,思覺失調,1
175,Miriam,野孩子,1
176,在動物園散步才是正經事,"Victor, Fly Me to Stafford",1
177,如果你是我的傳說,難免有錯,1
178,我愛經典系列,把歌談心,1
179,People Sing For People,小傳奇,2
180,飄流教室,飄流教室,1
181,I ALSO DON'T KNOW (Live),讓我搭一班會爆炸的飛機 - Live,2
182,More Than Love,好得很,1
183,我的驕傲,心淡,1
184,KONTINUE,獨家村,1
185,人類世,留下來的人,1
186,王菲 89-97 32精選,約定,1
187,愛得太傻,但願不只是朋友,1
188,浪漫情懷,欲斷難斷,1
189,笑傲人生,戲劇人生,1
190,林憶蓮,至少還有你,1
191,If I Am…,森林,1
192,我們的胡士托,天梯,1
193,自我安慰,自我安慰,1
194,Shall We Dance? Shall We Talk!,Shall We Talk,1
195,Love & Promises (特別版),一言為定,1
196,螢火 Firefly,螢火 Firefly,2
197,SEVEN,在空中的這一秒,1
198,MAJOR IN MINOR,一人之境 in C major,1
199,Best Cantopop Tunes,雨中的戀人們,1
200,香港是個大商場,milan,1
201,是但求其愛,是但求其愛,1
202,從未忘記,劃火柴,1
203,香港是個大商場,"你是浪子,別泊岸",1
204,香港是個大商場,西西弗斯之歌,2
205,只因當時太緊張,春天在車廂裡,1
206,你說之後會找我,沖繩流浪貓,1
207,If I Am…,遇到了,1
208,到此為止,到此為止,1
209,東京人壽,東京人壽,2
210,學友.熱,我真的受傷了,1
211,在動物園散步才是正經事,"柯德莉,關於風景",1
212,寓言,"給自己的情書 - ""笑忘書""廣東版",1
213,陪著我走in search of lost time,分分鐘需要你,1
214,廿一世紀精選,"暗湧 - 電影""愈快樂愈墮落""歌曲",2
215,電光幻影,處處吻,2
216,Timeless,紅豆,1
217,如果沒有你,如果沒有你,1
218,"從未說起 (劇集 ""跳躍生命線"" 片尾曲)","從未說起 - 劇集 ""跳躍生命線"" 片尾曲",1
219,我的波利海妮婭,我的波利海妮婭,2
220,王菲97,人間,1
221,金碟鐵盒珍藏系列 - 鄭伊健,無處不在,1
222,給缺席的人唱首歌,給缺席的人唱首歌,1
223,Electric Angel,給十年後的我,1
224,Live For Today,歲月如歌,1
225,乾,乾,1
226,I ALSO DON'T KNOW (Live),奇人的離職 - Live,2
227,Yelling,年度之歌,1
228,I ALSO DON'T KNOW (Live),詩歌舞街 - Live,1
229,I ALSO DON'T KNOW (Live),悲傷的採購 - Live,2
230,郭富城精選2006,鐵幕誘惑,2
231,相愛 6 年 (珍藏版),下一站天后,1
232,Deliberate 猶豫 (Remastered 2020),不再猶豫,2
233,CANTOPOPSIBILITY,薄情歌,1
234,I ALSO DON'T KNOW (Live),美麗新香港 - Live,2
235,"大無畏 (劇集 ""大帥哥"" 主題曲)","大無畏 - 劇集 ""大帥哥"" 主題曲",2
236,EasON AIR,慢慢喜歡你 - Live at EasON AIR,1
237,巨星之初-陳百強,眼淚為你流,1
238,The Line-Up,人來人往,1
239,Friends For Life,我的歌,1
240,The Best Show,愛難留,1
241,Leon Dawn,別舔傷口,1
242,五年新曲加精選,車匙,1
243,Friends For Life,感激我遇見 - 劇場版,1
244,"光陰飛逝時 (劇集 ""異搜店"" 主題曲)","光陰飛逝時 - 劇集 ""異搜店"" 主題曲",1
245,LOVE 06' 情歌集,二等天使,1
246,MAJOR IN MINOR,下一位前度 in Ab major,1
247,Best Cantopop Tunes,殺死我的溫柔,1
248,Best Cantopop Tunes,"司機 - 電影""下一站天后""歌曲",1
249,MEMENTO,邊一個發明了ENCORE,1
250,未來,Love Song,1
251,如果有一天,十七歲,1
252,火炭麗琪,愛人有新歡,1
253,在錯誤的宇宙尋找愛,在錯誤的宇宙尋找愛,1
254,你說之後會找我,阿姆斯特丹夜機,1
255,認了吧,紅玫瑰(國),1
256,Life Continues,落花流水,1
257,真情精選,分分鐘需要你,1
258,L.O.V.E.,我們萬歲,1
259,情歌集10 壓軸篇,一絲不掛,1
260,王菲97,你快樂所以我快樂,1
261,ACOUSTIC…AND A LITTLE MORE,漩渦,1
262,呼吸 林憶蓮,詞不達意,1
263,電光幻影,小城大事,1
264,呼吸有害,呼吸有害,1
265,寂寞的星期五,爺就是一名辭職撚,1
266,不後悔,你最珍貴,1
267,經典系列 劉美君 - 公子多情,公子多情,1
268,H3M,沙龍,1
269,留一天與你喘息,留一天與你喘息,1
270,敷衍,暗湧,1
271,張敬軒 是時候...,只是太愛你,1
272,Give Love a Break,煙霞,1
273,時候不早,時候不早,1
274,你說之後會找我,一六八,1
275,復黑王鍾鎮濤 聽濤,讓一切隨風,1
276,我們都是這樣長大的,我們都是這樣長大的,1
277,不懂愛你,不懂愛你,1
278,基會難逢 金曲35年演唱會,佛山贊先生,1
279,天空,矜持,1
280,TASTE OF TEARS (Live),宅女上街吧 - Live,2
281,葉振棠最愛電視劇主題曲巡禮,人在旅途灑淚時,1
282,Nothing Lasts Forever,耿耿於懷,1
283,I ALSO DON'T KNOW (Live),K同學 - Live,1
284,I ALSO DON'T KNOW (Live),麥記最後一夜 - Live,1
285,I ALSO DON'T KNOW (Live),rm1210 - Live,1
286,Frenemy,Frenemy,1
287,I ALSO DON'T KNOW (Live),宋代SAD BOY - Live,2
288,關不掉的聲音,昨夜的渡輪上,1
289,越難越愛 Love Collection 精選,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",1
290,I ALSO DON'T KNOW (Live),你說之後會找我 - LIVE,1
291,Imagine,街燈晚餐,1
292,小心地滑,小心地滑,1
293,My Love,大哥,1
294,忘記我自己,久別重逢 - 劇集 “三生三世十里桃花” 主題曲,1
295,林振強依然愛不完,千個太陽,1
296,DNA出錯 (演唱會現場版),DNA出錯 - 演唱會現場版,2
297,葉振棠‧百份百經典電視劇集金曲精選,勝利雙手創 - 電視劇:我來自潮洲 主題曲,1
298,萬千寵愛30首,真愛在明天,1
299,Best of OPM Love Duets & Best of OPM Classic Love Songs,In Love With You,1
300,I SAY,堅強的理由,1
301,超越Beyond精選,冷雨夜,2
302,笑看風雲,笑看風雲,1
303,超越Beyond精選,灰色軌跡,1
304,E先生 連環不幸事件,E先生 連環不幸事件,1
305,一生一次,一生一次,1
306,我在流浮山滴眼水.jpg,我在流浮山滴眼水.jpg,1
307,遺憾,城裡的月光,1
308,風繼續吹,風繼續吹,1
309,是有種人,是有種人,1
310,紅,有心人,1
311,"我們在炎熱與抑鬱的夏天,無法停止抽煙","我愛官恩娜,都不及愛你的哨牙",1
312,復黑王-你還愛我嗎?,禁色,1
313,我的快樂時代 (華星40系列),黃金時代,2
314,介乎法國與旺角的詩意,邊一個發明了返工,1
315,寂寞的星期五,菊花的味道,1
316,鄭中基正宗 K 新曲精選,無賴,1
317,側田,命硬,1
318,回蔚-莫文蔚專輯,外面的世界,1
319,最好的時刻 2006-2012,鍾無艷,1
320,飛馬,一生中最愛,1
321,他在那裡,"相愛很難 - 電影""男人四十""歌曲",1
322,I ALSO DON'T KNOW (Live),喫煙席 - Live,1
323,How Many Times (Studio Live),How Many Times - Studio Live,1
324,I ALSO DON'T KNOW (Live),只因當時太緊張 - Live,2
325,I ALSO DON'T KNOW (Live),只收一半 - Live,1
326,I ALSO DON'T KNOW (Live),因講了出來 - Live,1
327,夢幻的笑容,講不出再見,1
328,My Love,心亂如麻,1
329,I ALSO DON'T KNOW (Live),介乎法國與旺角的詩意 - Live,2
330,愛到你發狂,相識非偶然,1
331,我和我追逐的夢,把今生忘掉,1
332,等你等到我心痛精選,還是覺得你最好,1
333,Swing,1984,1
334,你說之後會找我,心,1
335,Best of Daniel Chan,愛你(躲你),1
336,Unique (華星40系列),向全世界說愛你,1
337,"有意 (劇集 ""烈火雄心III"" 片尾曲)","有意 - (劇集 ""烈火雄心III"" 片尾曲)",1
338,"最後一次分手 (劇集 ""完美叛侶"" 主題曲)","最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",1
339,是愛是緣,Oh!夜,2
340,Da De Dum 我失戀,Lover's Concerto,1
341,精彩精選,"沒名字的歌,無名字的你",1
342,Got to Be Real,我是你未來,1
343,星光,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",2
344,渴望,渴望,1
345,Live Like 18 (新曲+精選),紅綠燈,1
346,Ginadoll,圓,1
347,Greatest Hits,第29天,1
348,草蜢音樂大全101,半點心,2
349,Uncle Ray 70th Anniversary – Always On My Mind,獅子山下 - 香港電台電視劇[獅子山下主題曲,1
350,火炭麗琪,第十支煙,1
351,Nothing Lasts Forever,借火,1
352,香港是個大商場,給金鐘地鐵站車廂內的人,2
353,Follow,夠鐘,1
354,我最喜愛的Eric Kwok作品展,無人之境,1
355,"我們在炎熱與抑鬱的夏天,無法停止抽煙",美孚根斯堡與白田珍寶金,1
356,rice & shine,陰天快樂,1
357,我本人,我本人,1
358,rice & shine,你給我聽好,1
359,我的視角,我的視角,1
360,難得有情人,難得有情人,1
361,反正是我,K歌之王,1
362,"陪你度過漫長歲月 (""陪安尼度漫月""影主曲)","陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",1
363,"無名, 詩",鋼鐵是怎樣煉成的,1
364,介乎法國與旺角的詩意,失業抗爭歌,1
365,污糟兒,污糟兒,1
366,介乎法國與旺角的詩意,社會主義青年,2
367,情意結,情意結,1
368,只愛陌生人,郵差 - 蝴蝶 廣東版,1
369,Free Love,喜歡喜歡你,1
370,真經典 - 黎瑞恩,一人有一個夢想,1
371,beGin,月球下的人,1
372,I ALSO DON'T KNOW (Live),SABINA之淚 - Live,1
373,"喜歡戀愛""粵語精選""",垃圾,1
374,Jacky Cheung 15,你的名字 我的姓氏,1
375,巨星,人生曲,1
376,Super Girl,東京百貨,1
377,靜聽精彩十三首,明知故犯,1
378,I ALSO DON'T KNOW (Live),下亞厘畢道 - Live,1
379,Processing,隔離 - Studio Live Duet,1
380,Millennium 3CD Box Set Vol. 2,風是冷,1
381,I am what I am,"今生今世 - 電影""金枝玉葉""歌曲",1
382,妳幸福嗎?,妳幸福嗎?,1
383,甄妮至愛2000精選,夢想號黃包車,1
384,金碟鐵盒珍藏系列 - 鄭伊健,不要哭了 - Acoustic Version,1
385,情歌篇,夜半輕私語,1
386,黎明24K金精選,願你今夜別離去,1
387,寵愛,追,1
388,"似真如假 (劇集 ""反黑路人甲"" 主題曲)","似真如假 - 劇集 ""反黑路人甲"" 主題曲",2
389,BTB-常在我心間...愛你不分早晚-關正傑,常在我心間...愛你不分早晚,1
390,Implode,有時,1
391,Nice So Nice (舊愛還是最美),如果這是我愛你最好的距離,1
392,真經典 - 黎瑞恩,愛你一定快樂,1
393,紅日,紅日 - 電視劇「他來自天堂」主題曲,2
394,聽海浪REMIX,聽海浪REMIX,2
395,Friends For Life,仍能情深愛上,1
396,Hopelessly Romantic Collection,連續劇,1
397,3D (新曲 + 精選),討厭,1
398,"Dear My Friend,","Dear My Friend,",1
399,真經典 - 黎瑞恩,發誓,1
400,火炭麗琪,攻陷你的西,2
401,H3M,於心有愧,1
402,聖馬力諾之心,聖馬力諾之心,2
403,山林道,山林道,1
404,石頭記,石頭記 - 電影「金燕子」主題曲,1
405,廿一世紀精選,春光乍洩,1
406,寂寞的星期五,寂寞的星期五,1
407,My January (Deluxe Version),人非草木,1
408,適婚的年齡,四句,1
409,"我們在炎熱與抑鬱的夏天,無法停止抽煙",Japan實瓜,1
410,火炭麗琪,海,1
411,介乎法國與旺角的詩意,濕濕的夢,1
412,13樓的大笨象,13樓的大笨象,2
413,TASTE OF TEARS (Live),牛頭角青年 - Live,2
414,TASTE OF TEARS (Live),美麗新香港 - Live,1
415,Coming Home,容易受傷的女人,1
416,TASTE OF TEARS (Live),失業抗爭歌 - Live,1
417,Slowness,載我走,1
418,TASTE OF TEARS (Live),愛情disabled - Live,1
419,TASTE OF TEARS (Live),我們一起離開吧 - Live,1
420,TASTE OF TEARS (Live),露體狂小丁 - Live,1
421,天空,棋子,1
422,TASTE OF TEARS (Live),再殺一個人 - Live,2
423,靚聲王Live靚歌101,湖海爭霸錄,1
424,I ALSO DON'T KNOW (Live),年輕的茶餐廳老闆娘 - Live,1
425,葉蒨文國語精選,驛動的心,1
426,Unforgettable,熱血英雄,2
427,校園民歌05,思念總在分手後,1
428,I ALSO DON'T KNOW (Live),土瓜灣情歌 - LIVE - Live,1
429,金曲滿天星 - 經典精精選,路直路彎,1
430,"麗莎, Vol. 2 (珍藏版) [修復版]",相思夢難圓 - 修復版,2
431,螢光粉紅 (2nd Version),終身美麗 (電影“瘦身男女”主題曲),1
432,I ALSO DON'T KNOW (Live),失落沮喪歌 - Live,2
433,The First Album Of Siu Fay,時光機,1
434,Together,回憶裡沒有冬季,1
435,歸來吧,飄雪,1
436,笑忘書,餘震,1
437,I ALSO DON'T KNOW (Live),彌敦道的一晚 goodtrip - Live,2
438,I ALSO DON'T KNOW (Live),terence的心事 - Live,2
439,我生,愛得太遲,1
440,YOU CAN,陰天,1
441,"姚蘇蓉, Vol. 1 (國語珍藏版精選)",負心的人,1
442,最後一次,最後一次,2
443,首麟影視歌,曾經 - 電視劇「黃金十年」插曲,1
444,20週年-許冠傑 90'電影金曲精選,天才與白痴往日情,1
445,多謝安琪:演唱會預習歌單1,鍾無艷,1
446,EasON AIR,下週同樣時間 (再見) - Live at EasON AIR,1
447,迷惑,"愛的逃兵 - 電影 ""愛的逃兵"" 歌曲",1
448,Nice So Nice (舊愛還是最美),讓懂你的人愛你,1
449,Best Cantopop Tunes,你當我什麼,1
450,末日快車,末日快車,1
451,無念,彳亍,1
452,香港是個大商場,terence的心事,1
453,我愛明哥 黃耀明作品精選集,罅隙,1
454,陪你倒數,春夏秋冬,1
455,適婚的年齡,男神與寇比力克,1
456,火炭麗琪,My Dear Friend Ka Hei,1
457,火炭麗琪,某夜電影中心,1
458,佚名,佚名,2
459,真愛 新曲 + 真正精選,一千個傷心的理由,1
460,"我們在炎熱與抑鬱的夏天,無法停止抽煙",和陳五msn,1
461,心之科學,心之科學,1
462,真情流露-張學友,分手總要在雨天,1
463,祥情廿載,敢愛敢做,1
464,Miriam,假如讓我說下去,1
465,真情難收,一輩子的錯,1
466,第二道彩虹,六月天,1
467,唱遊,"償還 - ""紅豆""廣東版",1
468,薛丁格的貓,東京人壽,2
469,極品天碟 BEYOND,舊日的足跡,1
470,張偉文.唱好自己,離別再叮嚀,1
471,I ALSO DON'T KNOW (Live),以為和你熟 - Live,1
472,I ALSO DON'T KNOW (Live),時代的孩子 節錄 - Live,1
473,靜靜,靜靜,1
474,葉蒨文 24K Mastersonic Compilation,情人知己,1
475,TASTE OF TEARS (Live),九龍公園游泳池 - Live,1
476,Swing 到盡,那邊見,1
477,I ALSO DON'T KNOW (Live),20GB - Live,1
478,一生何求,對不對,1
479,真情流露-張學友,歲月流情,1
480,十指緊扣 (特別版),祝君好,1
481,"手中沙 (劇集 ""不懂撒嬌的女人"" 片尾曲)","手中沙 - 劇集 ""不懂撒嬌的女人"" 片尾曲",1
482,此刻無價 C AllCollection,再不再見,2
483,精選王系列之我說過要你快樂 吳國敬,我說過要你快樂,1
484,I ALSO DON'T KNOW (Live),今宵多珍重 - Live,1
485,藍調,面具,1
486,我愛經典系列 - 陳百強 (Danny Chan),偏偏喜歡你,1
487,黎明音樂大全 101,願你今夜別離去 - 無綫電視劇《原振俠》主題曲,2
488,賞味人間,好心分手,1
489,我愛經典系列 - 葉蒨文,長夜MY LOVE GOODNIGHT,1
490,EasON AIR,無底洞 - Live at EasON AIR,1
491,戲劇人生,女人心,1
492,徐小鳳金曲精選,情比雨絲,1
493,Discover,爸爸的汽水,1
494,風不息,當我知道你們相愛,1
495,"喜愛便一起 (劇集 ""一笑渡凡間"" 主題曲)","喜愛便一起 - 劇集 ""一笑渡凡間"" 主題曲",1
496,最愛 40 - Beloved 40,莫再悲,1
497,"天使 (劇集 ""寶寶大過天"" 主題曲)","天使 - 劇集 ""寶寶大過天"" 主題曲",1
498,"December, 25 - Scaro Remix","December, 25 - Scaro Remix",1
499,True Legend 101,I LOVE YOU SO太愛妳,1
500,一格格,一格格,1
501,LMFXXYEARFEST,今宵多珍重,2
502,給前度的音樂會,唯獨你是不可取替,1
503,"無名, 詩",出走太平洋,1
504,The Best Moment,十面埋伏,1
505,香港是個大商場,公司裁員三百人,1
506,The Easy Ride,大開眼戒,1
507,情若無花不結果,情若無花不結果,1
508,閃亮的青春,若然冬天沒有花,1
509,愛在記憶中找你,愛在記憶中找你,1
510,Live For Today,十面埋伏,1
511,給十年後的我,慕容雪,1
512,我的快樂時代 (華星40系列),我的快樂時代,1
513,痴心的一句,痴心的一句 - 電影「瘋狂遊戲」主題曲,1
514,My Favourite Hits,再見二丁目,1
515,"回到以前 (劇集 ""棟仁的時光"" 片尾曲)","回到以前 - 劇集 ""棟仁的時光"" 片尾曲",1
516,Make Up,飛女正傳,1
517,心思思、愛情最緊要,心思思 - 電視劇 “對對糊” 主題曲,1
518,陳秀雯,甜蜜如軟糖,1
519,TASTE OF TEARS (Live),詩歌舞街 - Live,1
520,情歌1,夕陽之歌,1
521,Dating Stephy,電燈膽,1
522,Funnygirl,男孩像你,1
523,白金珍藏版 蔡楓華,何必曾相識,1
524,風一樣的男子,IF,1
525,愛音樂三人行 - 許志安,世紀末煙花,1
526,I ALSO DON'T KNOW (Live),和陳五msn - Live,1
527,TASTE OF TEARS (Live),你叫我譯一首德國歌詞 - Live,1
528,TASTE OF TEARS (Live),失落沮喪歌 - Live,1
529,I ALSO DON'T KNOW (Live),心 - Live,1
530,周國賢同名EP,目黑 - 合唱版,1
531,新曲與精選,我為你狂,1
532,經典系列 - 甚麼是緣份,甚麼是緣份,1
533,不停站,回憶備份,1
534,追憶似水芳華,交出我的心,1
535,HELLO…MY NAME IS,你當我什麼,1
536,滾石香港黃金十年-杜德偉精選,情人,1
537,TVB無線電視劇情歌集,"護航 - (劇集 ""西遊記"" 片尾曲)",1
538,真經典 - 許冠傑,鬼馬雙星 - 電影《鬼馬雙星》歌曲,2
539,"聽雪落淚 (劇集 ""烈火如歌"" 主題曲)","聽雪落淚 - 劇集 ""烈火如歌"" 主題曲",1
540,夏之風物詩,夏之風物詩,2
541,哥哥的歌,打開信箱,1
542,Do U Know…,離家出走,1
543,該如何放棄愛,該如何放棄愛,2
544,孤勇者 (Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,1
545,Can You Hear,"Can You Hear - 劇集 ""白色強人"" 插曲",1
546,On Hits,徒然,1
547,勁歌. 金曲新曲 + 精選,大雄,1
548,My Way,斷點,1
549,情歌1,心仍是冷,1
550,吻別,一路上有你,1
551,Shall We Talk (Tre Lune MMXIX),Shall We Talk,1
552,All the Best,緋聞男友,1
553,如果天空要下雨,甘心替代你,1
554,絲絲記憶情歌精選,遙遠的她,1
555,太平道,太平道,1
556,過敏世界,離開以後,1
557,感覺貼心,要知道你的感覺,1
558,醉迷情人,誰願放手,1
559,Good Time,十八,1
560,盧冠廷,但願人長久,1
561,只愛陌生人,當時的月亮,1
562,I ALSO DON'T KNOW (Live),散步之年 - Live,1
563,L.O.V.E.,漸漸,1
564,TASTE OF TEARS (Live),香港香港 - Live,2
565,一生何求,誰是知己,1
566,TASTE OF TEARS (Live),今宵多珍重 - Live,1
567,齊唱金曲管弦夜,主信實無變,1
568,我還是你的 (情歌王),勁歌. 金曲2 (情歌王),1
569,太極30週年精選,我的背影,1
570,浪漫情懷,如果,1
571,只因當時太緊張,Gi Gi Leung Is Dead,1
572,織個彩色夢,夜半無人私語時,1
573,Distance,Distance,2
574,TASTE OF TEARS (Live),K同學 - Live,1
575,Love In L.A,愛在今宵,2
576,BTB-夢的預言-蔡國權,順流逆流,1
577,I ALSO DON'T KNOW (Live),那陣時不知道 - Live,1
578,Don't Text Him,Let Us Go Then You and I,1
579,朱咪咪喜唱玩樂38首,每日懷念你,1
580,TASTE OF TEARS (Live),西西弗斯之歌 - Live,1
581,給十年後的我,Better Me,1
582,陳百強突破精選,突破,1
583,凡星 (天星銀行airstar音樂劇場主題曲),凡星 (天星銀行airstar音樂劇場主題曲),1
584,黎明音樂大全 101,如果這是情,1
