,album_name,track_name,Cluster
82,唱遊,紅豆,0
83,就是莫文蔚,忽然之間,0
84,Ginadoll,Wonderful U,0
85,KONTINUE,家明,0
86,小眾情人,高山低谷,0
87,I'm Still Loving You,I'm Still Loving You,0
88,What Really Matters (加強版),木紋,0
89,獨家記憶,獨家記憶,0
90,SABINA之淚,燕,0
91,蜚聲百代系列 李龍基精選,稻草人,0
92,我的挑選,親情 - 無線電視劇[親情]主題曲,0
93,"但願人長久 (劇集 ""跳躍生命線"" 插曲)","但願人長久 - 劇集 ""跳躍生命線"" 插曲",0
94,萬千寵愛30首,最愛,0
95,兩旬之歌,兩旬之歌,0
96,The Brightest Darkness,俏郎君,0
97,Best Cantopop Tunes,畫意,0
98,MEMENTO,記得,0
99,Best Cantopop Tunes,多情,0
100,愛愛愛,愛愛愛,0
101,匆匆那年,匆匆那年,0
102,U 87,葡萄成熟時,0
103,火炭麗琪,明天不要賴床 Baby,0
104,火炭麗琪,今天沒大麻在身,0
105,你說之後會找我,彌敦道的一晚good trip,0
106,我本人,吳哥窟,0
107,靜聽精彩十三首,傾城,0
108,適婚的年齡,年輕的茶餐廳老闆娘,0
109,火炭麗琪,今夜到干諾道中一起瞓,0
110,適婚的年齡,五點鐘去天光墟,0
111,Album 1,說散就散,0
112,介乎法國與旺角的詩意,介乎法國與旺角的詩意,0
113,Y100,陀飛輪,0
114,香港是個大商場,迷人的頸巾,0
115,永遠是你的朋友,千千闋歌,0
116,走過1999,她來聽我的演唱會,0
117,你說之後會找我,以為和你熟,0
118,寂寞的星期五,廣州足浴一夜,0
119,U 87,浮誇,0
120,梁祝下世傳奇 (2nd Version),勞斯.萊斯,0
121,F,奇洛李維斯回信,0
122,只因當時太緊張,只因當時太緊張,0
123,"我們在炎熱與抑鬱的夏天,無法停止抽煙",讓我搭一班會爆炸的飛機,0
124,我們 (《後來的我們》電影主題曲),我們 - 《後來的我們》電影主題曲,0
125,華納廿三週年紀念精選系列 - Beyond,情人,0
126,樹木真美,樹木真美,0
127,大雄,愛與誠,0
128,Stranger Under My Skin,苦瓜,0
129,KONTINUE,"我可以被這個世界淘汰,但不可以被世界擊敗",0
130,正東 10 X 10 我至愛唱片 - BEYOND『秘密警察』,喜歡妳,0
131,賽勒斯的愛,賽勒斯的愛,0
132,Di Dar,曖昧,0
133,千嬅盛放,勇,0
134,情不禁- 張學友,每天愛你多一些,0
135,Let Me Find Love,蜚蜚,0
136,The Key,任我行,0
137,I ALSO DON'T KNOW (Live),QUEEN - Live,0
138,P.S. I Love You (2nd Edition),只是太愛你,0
139,Back To Black Series - Beyond IV真的愛妳,真的愛妳,0
140,陳小春金碟鐵盒珍藏系列,相依為命,0
141,某種老朋友,某種老朋友,0
142,No. Eleven,春秋,0
143,命運符號,月半小夜曲,0
144,Lam's Twenty Greatest Hits,在水中央,0
145,Timeless,Nothing's gonna change my love for you,0
146,The Line-Up,明年今日,0
147,"不相信別人 (劇集 ""刑偵日記"" 片尾曲)","不相信別人 - 劇集 ""刑偵日記"" 片尾曲",0
148,彭家麗 至愛精選,"是不是這樣的夜晚, 你才會這樣的想起我",0
149,黃凱芹給您留念30首,情未了,0
150,打得火熱,K歌之王,0
151,火炭麗琪,火炭麗琪,0
152,The Soulboy Collection,三人遊,0
153,晚安晚安,一個人回家,0
154,銀河修理員,銀河修理員,0
155,吻別,吻別,0
156,明哥之歌,親愛的瑪嘉烈,0
157,要多美麗有多美麗,漩渦,0
158,火炭麗琪,下亞厘畢道,0
159,香港是個大商場,rm1210,0
160,還原淚,還原淚,0
161,寂寞的星期五,牛頭角青年,0
162,適婚的年齡,今晚講嘢夜唔夜,0
163,執迷不悔,執迷不悔,0
164,適婚的年齡,我在暗中儲首期,0
165,適婚的年齡,給親戚看見我一個人食吉野家,0
166,Don't Text Him,油尖旺金毛玲,0
167,適婚的年齡,京都民宿夜,0
168,討好自己,愛與痛的邊緣,0
169,Awakening,癡情司,0
170,只愛陌生人,百年孤寂,0
171,艷光四射,明目張膽,0
172,Limerence,銀河修理員,0
173,Urban Emotions,櫻花樹下,0
174,Stat UP,思覺失調,0
175,Miriam,野孩子,0
176,在動物園散步才是正經事,"Victor, Fly Me to Stafford",0
177,如果你是我的傳說,難免有錯,0
178,我愛經典系列,把歌談心,0
179,People Sing For People,小傳奇,0
180,飄流教室,飄流教室,0
181,I ALSO DON'T KNOW (Live),讓我搭一班會爆炸的飛機 - Live,0
182,More Than Love,好得很,0
183,我的驕傲,心淡,0
184,KONTINUE,獨家村,0
185,人類世,留下來的人,0
186,王菲 89-97 32精選,約定,0
187,愛得太傻,但願不只是朋友,0
188,浪漫情懷,欲斷難斷,0
189,笑傲人生,戲劇人生,0
190,林憶蓮,至少還有你,0
191,If I Am…,森林,0
192,我們的胡士托,天梯,0
193,自我安慰,自我安慰,0
194,Shall We Dance? Shall We Talk!,Shall We Talk,0
195,Love & Promises (特別版),一言為定,0
196,螢火 Firefly,螢火 Firefly,0
197,SEVEN,在空中的這一秒,0
198,MAJOR IN MINOR,一人之境 in C major,0
199,Best Cantopop Tunes,雨中的戀人們,0
200,香港是個大商場,milan,0
201,是但求其愛,是但求其愛,0
202,從未忘記,劃火柴,0
203,香港是個大商場,"你是浪子,別泊岸",0
204,香港是個大商場,西西弗斯之歌,0
205,只因當時太緊張,春天在車廂裡,0
206,你說之後會找我,沖繩流浪貓,0
207,If I Am…,遇到了,0
208,到此為止,到此為止,0
209,東京人壽,東京人壽,0
210,學友.熱,我真的受傷了,0
211,在動物園散步才是正經事,"柯德莉,關於風景",0
212,寓言,"給自己的情書 - ""笑忘書""廣東版",0
213,陪著我走in search of lost time,分分鐘需要你,0
214,廿一世紀精選,"暗湧 - 電影""愈快樂愈墮落""歌曲",0
215,電光幻影,處處吻,0
216,Timeless,紅豆,0
217,如果沒有你,如果沒有你,0
218,"從未說起 (劇集 ""跳躍生命線"" 片尾曲)","從未說起 - 劇集 ""跳躍生命線"" 片尾曲",0
219,我的波利海妮婭,我的波利海妮婭,0
220,王菲97,人間,0
221,金碟鐵盒珍藏系列 - 鄭伊健,無處不在,0
222,給缺席的人唱首歌,給缺席的人唱首歌,0
223,Electric Angel,給十年後的我,0
224,Live For Today,歲月如歌,0
225,乾,乾,0
226,I ALSO DON'T KNOW (Live),奇人的離職 - Live,0
227,Yelling,年度之歌,0
228,I ALSO DON'T KNOW (Live),詩歌舞街 - Live,0
229,I ALSO DON'T KNOW (Live),悲傷的採購 - Live,0
230,郭富城精選2006,鐵幕誘惑,0
231,相愛 6 年 (珍藏版),下一站天后,0
232,Deliberate 猶豫 (Remastered 2020),不再猶豫,0
233,CANTOPOPSIBILITY,薄情歌,0
234,I ALSO DON'T KNOW (Live),美麗新香港 - Live,0
235,"大無畏 (劇集 ""大帥哥"" 主題曲)","大無畏 - 劇集 ""大帥哥"" 主題曲",0
236,EasON AIR,慢慢喜歡你 - Live at EasON AIR,0
237,巨星之初-陳百強,眼淚為你流,0
238,The Line-Up,人來人往,0
239,Friends For Life,我的歌,0
240,The Best Show,愛難留,0
241,Leon Dawn,別舔傷口,0
242,五年新曲加精選,車匙,0
243,Friends For Life,感激我遇見 - 劇場版,0
244,"光陰飛逝時 (劇集 ""異搜店"" 主題曲)","光陰飛逝時 - 劇集 ""異搜店"" 主題曲",0
245,LOVE 06' 情歌集,二等天使,0
246,MAJOR IN MINOR,下一位前度 in Ab major,0
247,Best Cantopop Tunes,殺死我的溫柔,0
248,Best Cantopop Tunes,"司機 - 電影""下一站天后""歌曲",0
249,MEMENTO,邊一個發明了ENCORE,0
250,未來,Love Song,0
251,如果有一天,十七歲,0
252,火炭麗琪,愛人有新歡,0
253,在錯誤的宇宙尋找愛,在錯誤的宇宙尋找愛,0
254,你說之後會找我,阿姆斯特丹夜機,0
255,認了吧,紅玫瑰(國),0
256,Life Continues,落花流水,0
257,真情精選,分分鐘需要你,0
258,L.O.V.E.,我們萬歲,0
259,情歌集10 壓軸篇,一絲不掛,0
260,王菲97,你快樂所以我快樂,0
261,ACOUSTIC…AND A LITTLE MORE,漩渦,0
262,呼吸 林憶蓮,詞不達意,0
263,電光幻影,小城大事,0
264,呼吸有害,呼吸有害,0
265,寂寞的星期五,爺就是一名辭職撚,0
266,不後悔,你最珍貴,0
267,經典系列 劉美君 - 公子多情,公子多情,0
268,H3M,沙龍,0
269,留一天與你喘息,留一天與你喘息,0
270,敷衍,暗湧,0
271,張敬軒 是時候...,只是太愛你,0
272,Give Love a Break,煙霞,0
273,時候不早,時候不早,0
274,你說之後會找我,一六八,0
275,復黑王鍾鎮濤 聽濤,讓一切隨風,0
276,我們都是這樣長大的,我們都是這樣長大的,0
277,不懂愛你,不懂愛你,0
278,基會難逢 金曲35年演唱會,佛山贊先生,0
279,天空,矜持,0
280,TASTE OF TEARS (Live),宅女上街吧 - Live,0
281,葉振棠最愛電視劇主題曲巡禮,人在旅途灑淚時,0
282,Nothing Lasts Forever,耿耿於懷,0
283,I ALSO DON'T KNOW (Live),K同學 - Live,0
284,I ALSO DON'T KNOW (Live),麥記最後一夜 - Live,0
285,I ALSO DON'T KNOW (Live),rm1210 - Live,0
286,Frenemy,Frenemy,0
287,I ALSO DON'T KNOW (Live),宋代SAD BOY - Live,0
288,關不掉的聲音,昨夜的渡輪上,0
289,越難越愛 Love Collection 精選,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",0
290,I ALSO DON'T KNOW (Live),你說之後會找我 - LIVE,0
291,Imagine,街燈晚餐,0
292,小心地滑,小心地滑,0
293,My Love,大哥,0
294,忘記我自己,久別重逢 - 劇集 “三生三世十里桃花” 主題曲,0
295,林振強依然愛不完,千個太陽,0
296,DNA出錯 (演唱會現場版),DNA出錯 - 演唱會現場版,0
297,葉振棠‧百份百經典電視劇集金曲精選,勝利雙手創 - 電視劇:我來自潮洲 主題曲,0
298,萬千寵愛30首,真愛在明天,0
299,Best of OPM Love Duets & Best of OPM Classic Love Songs,In Love With You,0
300,I SAY,堅強的理由,0
301,超越Beyond精選,冷雨夜,0
302,笑看風雲,笑看風雲,0
303,超越Beyond精選,灰色軌跡,0
304,E先生 連環不幸事件,E先生 連環不幸事件,0
305,一生一次,一生一次,0
306,我在流浮山滴眼水.jpg,我在流浮山滴眼水.jpg,0
307,遺憾,城裡的月光,0
308,風繼續吹,風繼續吹,0
309,是有種人,是有種人,0
310,紅,有心人,0
311,"我們在炎熱與抑鬱的夏天,無法停止抽煙","我愛官恩娜,都不及愛你的哨牙",0
312,復黑王-你還愛我嗎?,禁色,0
313,我的快樂時代 (華星40系列),黃金時代,0
314,介乎法國與旺角的詩意,邊一個發明了返工,0
315,寂寞的星期五,菊花的味道,0
316,鄭中基正宗 K 新曲精選,無賴,0
317,側田,命硬,0
318,回蔚-莫文蔚專輯,外面的世界,0
319,最好的時刻 2006-2012,鍾無艷,0
320,飛馬,一生中最愛,0
321,他在那裡,"相愛很難 - 電影""男人四十""歌曲",0
322,I ALSO DON'T KNOW (Live),喫煙席 - Live,0
323,How Many Times (Studio Live),How Many Times - Studio Live,0
324,I ALSO DON'T KNOW (Live),只因當時太緊張 - Live,0
325,I ALSO DON'T KNOW (Live),只收一半 - Live,0
326,I ALSO DON'T KNOW (Live),因講了出來 - Live,0
327,夢幻的笑容,講不出再見,0
328,My Love,心亂如麻,0
329,I ALSO DON'T KNOW (Live),介乎法國與旺角的詩意 - Live,0
330,愛到你發狂,相識非偶然,0
331,我和我追逐的夢,把今生忘掉,0
332,等你等到我心痛精選,還是覺得你最好,0
333,Swing,1984,0
334,你說之後會找我,心,1
335,Best of Daniel Chan,愛你(躲你),0
336,Unique (華星40系列),向全世界說愛你,0
337,"有意 (劇集 ""烈火雄心III"" 片尾曲)","有意 - (劇集 ""烈火雄心III"" 片尾曲)",0
338,"最後一次分手 (劇集 ""完美叛侶"" 主題曲)","最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",0
339,是愛是緣,Oh!夜,0
340,Da De Dum 我失戀,Lover's Concerto,0
341,精彩精選,"沒名字的歌,無名字的你",0
342,Got to Be Real,我是你未來,0
343,星光,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",0
344,渴望,渴望,0
345,Live Like 18 (新曲+精選),紅綠燈,0
346,Ginadoll,圓,0
347,Greatest Hits,第29天,0
348,草蜢音樂大全101,半點心,0
349,Uncle Ray 70th Anniversary – Always On My Mind,獅子山下 - 香港電台電視劇[獅子山下主題曲,0
350,火炭麗琪,第十支煙,0
351,Nothing Lasts Forever,借火,0
352,香港是個大商場,給金鐘地鐵站車廂內的人,0
353,Follow,夠鐘,0
354,我最喜愛的Eric Kwok作品展,無人之境,0
355,"我們在炎熱與抑鬱的夏天,無法停止抽煙",美孚根斯堡與白田珍寶金,0
356,rice & shine,陰天快樂,0
357,我本人,我本人,0
358,rice & shine,你給我聽好,0
359,我的視角,我的視角,0
360,難得有情人,難得有情人,0
361,反正是我,K歌之王,0
362,"陪你度過漫長歲月 (""陪安尼度漫月""影主曲)","陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",0
363,"無名, 詩",鋼鐵是怎樣煉成的,0
364,介乎法國與旺角的詩意,失業抗爭歌,0
365,污糟兒,污糟兒,0
366,介乎法國與旺角的詩意,社會主義青年,0
367,情意結,情意結,0
368,只愛陌生人,郵差 - 蝴蝶 廣東版,0
369,Free Love,喜歡喜歡你,0
370,真經典 - 黎瑞恩,一人有一個夢想,0
371,beGin,月球下的人,0
372,I ALSO DON'T KNOW (Live),SABINA之淚 - Live,0
373,"喜歡戀愛""粵語精選""",垃圾,0
374,Jacky Cheung 15,你的名字 我的姓氏,0
375,巨星,人生曲,0
376,Super Girl,東京百貨,0
377,靜聽精彩十三首,明知故犯,0
378,I ALSO DON'T KNOW (Live),下亞厘畢道 - Live,0
379,Processing,隔離 - Studio Live Duet,0
380,Millennium 3CD Box Set Vol. 2,風是冷,0
381,I am what I am,"今生今世 - 電影""金枝玉葉""歌曲",0
382,妳幸福嗎?,妳幸福嗎?,0
383,甄妮至愛2000精選,夢想號黃包車,0
384,金碟鐵盒珍藏系列 - 鄭伊健,不要哭了 - Acoustic Version,0
385,情歌篇,夜半輕私語,0
386,黎明24K金精選,願你今夜別離去,0
387,寵愛,追,0
388,"似真如假 (劇集 ""反黑路人甲"" 主題曲)","似真如假 - 劇集 ""反黑路人甲"" 主題曲",0
389,BTB-常在我心間...愛你不分早晚-關正傑,常在我心間...愛你不分早晚,0
390,Implode,有時,0
391,Nice So Nice (舊愛還是最美),如果這是我愛你最好的距離,0
392,真經典 - 黎瑞恩,愛你一定快樂,0
393,紅日,紅日 - 電視劇「他來自天堂」主題曲,0
394,聽海浪REMIX,聽海浪REMIX,0
395,Friends For Life,仍能情深愛上,0
396,Hopelessly Romantic Collection,連續劇,0
397,3D (新曲 + 精選),討厭,0
398,"Dear My Friend,","Dear My Friend,",0
399,真經典 - 黎瑞恩,發誓,0
400,火炭麗琪,攻陷你的西,0
401,H3M,於心有愧,0
402,聖馬力諾之心,聖馬力諾之心,0
403,山林道,山林道,0
404,石頭記,石頭記 - 電影「金燕子」主題曲,0
405,廿一世紀精選,春光乍洩,0
406,寂寞的星期五,寂寞的星期五,0
407,My January (Deluxe Version),人非草木,0
408,適婚的年齡,四句,0
409,"我們在炎熱與抑鬱的夏天,無法停止抽煙",Japan實瓜,0
410,火炭麗琪,海,0
411,介乎法國與旺角的詩意,濕濕的夢,0
412,13樓的大笨象,13樓的大笨象,0
413,TASTE OF TEARS (Live),牛頭角青年 - Live,0
414,TASTE OF TEARS (Live),美麗新香港 - Live,0
415,Coming Home,容易受傷的女人,0
416,TASTE OF TEARS (Live),失業抗爭歌 - Live,0
417,Slowness,載我走,0
418,TASTE OF TEARS (Live),愛情disabled - Live,0
419,TASTE OF TEARS (Live),我們一起離開吧 - Live,0
420,TASTE OF TEARS (Live),露體狂小丁 - Live,0
421,天空,棋子,0
422,TASTE OF TEARS (Live),再殺一個人 - Live,0
423,靚聲王Live靚歌101,湖海爭霸錄,0
424,I ALSO DON'T KNOW (Live),年輕的茶餐廳老闆娘 - Live,0
425,葉蒨文國語精選,驛動的心,0
426,Unforgettable,熱血英雄,0
427,校園民歌05,思念總在分手後,0
428,I ALSO DON'T KNOW (Live),土瓜灣情歌 - LIVE - Live,0
429,金曲滿天星 - 經典精精選,路直路彎,0
430,"麗莎, Vol. 2 (珍藏版) [修復版]",相思夢難圓 - 修復版,0
431,螢光粉紅 (2nd Version),終身美麗 (電影“瘦身男女”主題曲),0
432,I ALSO DON'T KNOW (Live),失落沮喪歌 - Live,0
433,The First Album Of Siu Fay,時光機,0
434,Together,回憶裡沒有冬季,0
435,歸來吧,飄雪,0
436,笑忘書,餘震,0
437,I ALSO DON'T KNOW (Live),彌敦道的一晚 goodtrip - Live,0
438,I ALSO DON'T KNOW (Live),terence的心事 - Live,0
439,我生,愛得太遲,0
440,YOU CAN,陰天,0
441,"姚蘇蓉, Vol. 1 (國語珍藏版精選)",負心的人,0
442,最後一次,最後一次,0
443,首麟影視歌,曾經 - 電視劇「黃金十年」插曲,0
444,20週年-許冠傑 90'電影金曲精選,天才與白痴往日情,0
445,多謝安琪:演唱會預習歌單1,鍾無艷,0
446,EasON AIR,下週同樣時間 (再見) - Live at EasON AIR,0
447,迷惑,"愛的逃兵 - 電影 ""愛的逃兵"" 歌曲",0
448,Nice So Nice (舊愛還是最美),讓懂你的人愛你,0
449,Best Cantopop Tunes,你當我什麼,0
450,末日快車,末日快車,0
451,無念,彳亍,0
452,香港是個大商場,terence的心事,0
453,我愛明哥 黃耀明作品精選集,罅隙,0
454,陪你倒數,春夏秋冬,0
455,適婚的年齡,男神與寇比力克,0
456,火炭麗琪,My Dear Friend Ka Hei,0
457,火炭麗琪,某夜電影中心,0
458,佚名,佚名,0
459,真愛 新曲 + 真正精選,一千個傷心的理由,0
460,"我們在炎熱與抑鬱的夏天,無法停止抽煙",和陳五msn,0
461,心之科學,心之科學,0
462,真情流露-張學友,分手總要在雨天,0
463,祥情廿載,敢愛敢做,0
464,Miriam,假如讓我說下去,0
465,真情難收,一輩子的錯,0
466,第二道彩虹,六月天,0
467,唱遊,"償還 - ""紅豆""廣東版",0
468,薛丁格的貓,東京人壽,0
469,極品天碟 BEYOND,舊日的足跡,0
470,張偉文.唱好自己,離別再叮嚀,0
471,I ALSO DON'T KNOW (Live),以為和你熟 - Live,0
472,I ALSO DON'T KNOW (Live),時代的孩子 節錄 - Live,0
473,靜靜,靜靜,0
474,葉蒨文 24K Mastersonic Compilation,情人知己,0
475,TASTE OF TEARS (Live),九龍公園游泳池 - Live,0
476,Swing 到盡,那邊見,0
477,I ALSO DON'T KNOW (Live),20GB - Live,0
478,一生何求,對不對,0
479,真情流露-張學友,歲月流情,0
480,十指緊扣 (特別版),祝君好,0
481,"手中沙 (劇集 ""不懂撒嬌的女人"" 片尾曲)","手中沙 - 劇集 ""不懂撒嬌的女人"" 片尾曲",0
482,此刻無價 C AllCollection,再不再見,0
483,精選王系列之我說過要你快樂 吳國敬,我說過要你快樂,0
484,I ALSO DON'T KNOW (Live),今宵多珍重 - Live,0
485,藍調,面具,0
486,我愛經典系列 - 陳百強 (Danny Chan),偏偏喜歡你,0
487,黎明音樂大全 101,願你今夜別離去 - 無綫電視劇《原振俠》主題曲,0
488,賞味人間,好心分手,0
489,我愛經典系列 - 葉蒨文,長夜MY LOVE GOODNIGHT,0
490,EasON AIR,無底洞 - Live at EasON AIR,0
491,戲劇人生,女人心,0
492,徐小鳳金曲精選,情比雨絲,0
493,Discover,爸爸的汽水,0
494,風不息,當我知道你們相愛,0
495,"喜愛便一起 (劇集 ""一笑渡凡間"" 主題曲)","喜愛便一起 - 劇集 ""一笑渡凡間"" 主題曲",0
496,最愛 40 - Beloved 40,莫再悲,0
497,"天使 (劇集 ""寶寶大過天"" 主題曲)","天使 - 劇集 ""寶寶大過天"" 主題曲",0
498,"December, 25 - Scaro Remix","December, 25 - Scaro Remix",0
499,True Legend 101,I LOVE YOU SO太愛妳,0
500,一格格,一格格,0
501,LMFXXYEARFEST,今宵多珍重,0
502,給前度的音樂會,唯獨你是不可取替,0
503,"無名, 詩",出走太平洋,0
504,The Best Moment,十面埋伏,0
505,香港是個大商場,公司裁員三百人,0
506,The Easy Ride,大開眼戒,0
507,情若無花不結果,情若無花不結果,0
508,閃亮的青春,若然冬天沒有花,0
509,愛在記憶中找你,愛在記憶中找你,0
510,Live For Today,十面埋伏,0
511,給十年後的我,慕容雪,0
512,我的快樂時代 (華星40系列),我的快樂時代,0
513,痴心的一句,痴心的一句 - 電影「瘋狂遊戲」主題曲,0
514,My Favourite Hits,再見二丁目,0
515,"回到以前 (劇集 ""棟仁的時光"" 片尾曲)","回到以前 - 劇集 ""棟仁的時光"" 片尾曲",0
516,Make Up,飛女正傳,0
517,心思思、愛情最緊要,心思思 - 電視劇 “對對糊” 主題曲,0
518,陳秀雯,甜蜜如軟糖,0
519,TASTE OF TEARS (Live),詩歌舞街 - Live,0
520,情歌1,夕陽之歌,0
521,Dating Stephy,電燈膽,0
522,Funnygirl,男孩像你,0
523,白金珍藏版 蔡楓華,何必曾相識,0
524,風一樣的男子,IF,0
525,愛音樂三人行 - 許志安,世紀末煙花,0
526,I ALSO DON'T KNOW (Live),和陳五msn - Live,0
527,TASTE OF TEARS (Live),你叫我譯一首德國歌詞 - Live,0
528,TASTE OF TEARS (Live),失落沮喪歌 - Live,0
529,I ALSO DON'T KNOW (Live),心 - Live,0
530,周國賢同名EP,目黑 - 合唱版,0
531,新曲與精選,我為你狂,0
532,經典系列 - 甚麼是緣份,甚麼是緣份,0
533,不停站,回憶備份,0
534,追憶似水芳華,交出我的心,0
535,HELLO…MY NAME IS,你當我什麼,0
536,滾石香港黃金十年-杜德偉精選,情人,0
537,TVB無線電視劇情歌集,"護航 - (劇集 ""西遊記"" 片尾曲)",0
538,真經典 - 許冠傑,鬼馬雙星 - 電影《鬼馬雙星》歌曲,0
539,"聽雪落淚 (劇集 ""烈火如歌"" 主題曲)","聽雪落淚 - 劇集 ""烈火如歌"" 主題曲",0
540,夏之風物詩,夏之風物詩,0
541,哥哥的歌,打開信箱,0
542,Do U Know…,離家出走,0
543,該如何放棄愛,該如何放棄愛,0
544,孤勇者 (Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,0
545,Can You Hear,"Can You Hear - 劇集 ""白色強人"" 插曲",0
546,On Hits,徒然,0
547,勁歌. 金曲新曲 + 精選,大雄,0
548,My Way,斷點,0
549,情歌1,心仍是冷,0
550,吻別,一路上有你,0
551,Shall We Talk (Tre Lune MMXIX),Shall We Talk,0
552,All the Best,緋聞男友,0
553,如果天空要下雨,甘心替代你,0
554,絲絲記憶情歌精選,遙遠的她,0
555,太平道,太平道,0
556,過敏世界,離開以後,0
557,感覺貼心,要知道你的感覺,0
558,醉迷情人,誰願放手,0
559,Good Time,十八,0
560,盧冠廷,但願人長久,0
561,只愛陌生人,當時的月亮,0
562,I ALSO DON'T KNOW (Live),散步之年 - Live,0
563,L.O.V.E.,漸漸,0
564,TASTE OF TEARS (Live),香港香港 - Live,0
565,一生何求,誰是知己,0
566,TASTE OF TEARS (Live),今宵多珍重 - Live,0
567,齊唱金曲管弦夜,主信實無變,0
568,我還是你的 (情歌王),勁歌. 金曲2 (情歌王),0
569,太極30週年精選,我的背影,0
570,浪漫情懷,如果,0
571,只因當時太緊張,Gi Gi Leung Is Dead,0
572,織個彩色夢,夜半無人私語時,0
573,Distance,Distance,0
574,TASTE OF TEARS (Live),K同學 - Live,0
575,Love In L.A,愛在今宵,0
576,BTB-夢的預言-蔡國權,順流逆流,0
577,I ALSO DON'T KNOW (Live),那陣時不知道 - Live,0
578,Don't Text Him,Let Us Go Then You and I,0
579,朱咪咪喜唱玩樂38首,每日懷念你,0
580,TASTE OF TEARS (Live),西西弗斯之歌 - Live,0
581,給十年後的我,Better Me,0
582,陳百強突破精選,突破,0
583,凡星 (天星銀行airstar音樂劇場主題曲),凡星 (天星銀行airstar音樂劇場主題曲),0
584,黎明音樂大全 101,如果這是情,0
