,album_name,track_name,Cluster
143,命運符號,月半小夜曲,2
144,Lam's Twenty Greatest Hits,在水中央,2
145,Timeless,Nothing's gonna change my love for you,3
146,The Line-Up,明年今日,2
147,"不相信別人 (劇集 ""刑偵日記"" 片尾曲)","不相信別人 - 劇集 ""刑偵日記"" 片尾曲",2
148,彭家麗 至愛精選,"是不是這樣的夜晚, 你才會這樣的想起我",2
149,黃凱芹給您留念30首,情未了,2
150,打得火熱,K歌之王,2
151,火炭麗琪,火炭麗琪,3
152,The Soulboy Collection,三人遊,2
153,晚安晚安,一個人回家,1
154,銀河修理員,銀河修理員,3
155,吻別,吻別,2
156,明哥之歌,親愛的瑪嘉烈,3
157,要多美麗有多美麗,漩渦,0
158,火炭麗琪,下亞厘畢道,1
159,香港是個大商場,rm1210,1
160,還原淚,還原淚,3
161,寂寞的星期五,牛頭角青年,2
162,適婚的年齡,今晚講嘢夜唔夜,2
163,執迷不悔,執迷不悔,2
164,適婚的年齡,我在暗中儲首期,1
165,適婚的年齡,給親戚看見我一個人食吉野家,1
166,Don't Text Him,油尖旺金毛玲,2
167,適婚的年齡,京都民宿夜,2
168,討好自己,愛與痛的邊緣,1
169,Awakening,癡情司,2
170,只愛陌生人,百年孤寂,3
171,艷光四射,明目張膽,2
172,Limerence,銀河修理員,3
173,Urban Emotions,櫻花樹下,2
174,Stat UP,思覺失調,2
175,Miriam,野孩子,2
176,在動物園散步才是正經事,"Victor, Fly Me to Stafford",2
177,如果你是我的傳說,難免有錯,2
178,我愛經典系列,把歌談心,2
179,People Sing For People,小傳奇,3
180,飄流教室,飄流教室,1
181,I ALSO DON'T KNOW (Live),讓我搭一班會爆炸的飛機 - Live,3
182,More Than Love,好得很,1
183,我的驕傲,心淡,1
184,KONTINUE,獨家村,2
185,人類世,留下來的人,2
186,王菲 89-97 32精選,約定,3
187,愛得太傻,但願不只是朋友,3
188,浪漫情懷,欲斷難斷,1
189,笑傲人生,戲劇人生,2
190,林憶蓮,至少還有你,2
191,If I Am…,森林,1
192,我們的胡士托,天梯,2
193,自我安慰,自我安慰,1
194,Shall We Dance? Shall We Talk!,Shall We Talk,2
195,Love & Promises (特別版),一言為定,2
196,螢火 Firefly,螢火 Firefly,3
197,SEVEN,在空中的這一秒,2
198,MAJOR IN MINOR,一人之境 in C major,2
199,Best Cantopop Tunes,雨中的戀人們,2
200,香港是個大商場,milan,3
201,是但求其愛,是但求其愛,2
202,從未忘記,劃火柴,2
203,香港是個大商場,"你是浪子,別泊岸",1
204,香港是個大商場,西西弗斯之歌,1
205,只因當時太緊張,春天在車廂裡,2
206,你說之後會找我,沖繩流浪貓,2
207,If I Am…,遇到了,2
208,到此為止,到此為止,2
209,東京人壽,東京人壽,3
210,學友.熱,我真的受傷了,2
211,在動物園散步才是正經事,"柯德莉,關於風景",1
212,寓言,"給自己的情書 - ""笑忘書""廣東版",2
213,陪著我走in search of lost time,分分鐘需要你,2
214,廿一世紀精選,"暗湧 - 電影""愈快樂愈墮落""歌曲",3
215,電光幻影,處處吻,0
216,Timeless,紅豆,2
217,如果沒有你,如果沒有你,2
218,"從未說起 (劇集 ""跳躍生命線"" 片尾曲)","從未說起 - 劇集 ""跳躍生命線"" 片尾曲",2
219,我的波利海妮婭,我的波利海妮婭,1
220,王菲97,人間,2
221,金碟鐵盒珍藏系列 - 鄭伊健,無處不在,3
222,給缺席的人唱首歌,給缺席的人唱首歌,3
223,Electric Angel,給十年後的我,2
224,Live For Today,歲月如歌,2
225,乾,乾,2
226,I ALSO DON'T KNOW (Live),奇人的離職 - Live,3
227,Yelling,年度之歌,2
228,I ALSO DON'T KNOW (Live),詩歌舞街 - Live,3
229,I ALSO DON'T KNOW (Live),悲傷的採購 - Live,3
230,郭富城精選2006,鐵幕誘惑,0
231,相愛 6 年 (珍藏版),下一站天后,1
232,Deliberate 猶豫 (Remastered 2020),不再猶豫,0
233,CANTOPOPSIBILITY,薄情歌,2
234,I ALSO DON'T KNOW (Live),美麗新香港 - Live,3
235,"大無畏 (劇集 ""大帥哥"" 主題曲)","大無畏 - 劇集 ""大帥哥"" 主題曲",0
236,EasON AIR,慢慢喜歡你 - Live at EasON AIR,2
237,巨星之初-陳百強,眼淚為你流,2
238,The Line-Up,人來人往,2
239,Friends For Life,我的歌,1
240,The Best Show,愛難留,3
241,Leon Dawn,別舔傷口,2
242,五年新曲加精選,車匙,3
243,Friends For Life,感激我遇見 - 劇場版,1
244,"光陰飛逝時 (劇集 ""異搜店"" 主題曲)","光陰飛逝時 - 劇集 ""異搜店"" 主題曲",2
245,LOVE 06' 情歌集,二等天使,2
246,MAJOR IN MINOR,下一位前度 in Ab major,2
247,Best Cantopop Tunes,殺死我的溫柔,1
248,Best Cantopop Tunes,"司機 - 電影""下一站天后""歌曲",3
249,MEMENTO,邊一個發明了ENCORE,2
250,未來,Love Song,2
251,如果有一天,十七歲,1
252,火炭麗琪,愛人有新歡,3
253,在錯誤的宇宙尋找愛,在錯誤的宇宙尋找愛,2
254,你說之後會找我,阿姆斯特丹夜機,2
255,認了吧,紅玫瑰(國),2
256,Life Continues,落花流水,3
257,真情精選,分分鐘需要你,2
258,L.O.V.E.,我們萬歲,1
259,情歌集10 壓軸篇,一絲不掛,3
260,王菲97,你快樂所以我快樂,2
261,ACOUSTIC…AND A LITTLE MORE,漩渦,0
262,呼吸 林憶蓮,詞不達意,3
263,電光幻影,小城大事,2
264,呼吸有害,呼吸有害,2
265,寂寞的星期五,爺就是一名辭職撚,2
266,不後悔,你最珍貴,1
267,經典系列 劉美君 - 公子多情,公子多情,1
268,H3M,沙龍,2
269,留一天與你喘息,留一天與你喘息,3
270,敷衍,暗湧,2
271,張敬軒 是時候...,只是太愛你,2
272,Give Love a Break,煙霞,3
273,時候不早,時候不早,1
274,你說之後會找我,一六八,1
275,復黑王鍾鎮濤 聽濤,讓一切隨風,2
276,我們都是這樣長大的,我們都是這樣長大的,2
277,不懂愛你,不懂愛你,2
278,基會難逢 金曲35年演唱會,佛山贊先生,3
279,天空,矜持,2
280,TASTE OF TEARS (Live),宅女上街吧 - Live,3
281,葉振棠最愛電視劇主題曲巡禮,人在旅途灑淚時,2
282,Nothing Lasts Forever,耿耿於懷,3
283,I ALSO DON'T KNOW (Live),K同學 - Live,1
284,I ALSO DON'T KNOW (Live),麥記最後一夜 - Live,3
285,I ALSO DON'T KNOW (Live),rm1210 - Live,2
286,Frenemy,Frenemy,2
287,I ALSO DON'T KNOW (Live),宋代SAD BOY - Live,3
288,關不掉的聲音,昨夜的渡輪上,2
289,越難越愛 Love Collection 精選,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",2
290,I ALSO DON'T KNOW (Live),你說之後會找我 - LIVE,3
291,Imagine,街燈晚餐,2
292,小心地滑,小心地滑,0
293,My Love,大哥,2
294,忘記我自己,久別重逢 - 劇集 “三生三世十里桃花” 主題曲,2
295,林振強依然愛不完,千個太陽,0
296,DNA出錯 (演唱會現場版),DNA出錯 - 演唱會現場版,0
297,葉振棠‧百份百經典電視劇集金曲精選,勝利雙手創 - 電視劇:我來自潮洲 主題曲,2
298,萬千寵愛30首,真愛在明天,2
299,Best of OPM Love Duets & Best of OPM Classic Love Songs,In Love With You,1
300,I SAY,堅強的理由,2
301,超越Beyond精選,冷雨夜,3
302,笑看風雲,笑看風雲,2
303,超越Beyond精選,灰色軌跡,2
304,E先生 連環不幸事件,E先生 連環不幸事件,2
305,一生一次,一生一次,1
306,我在流浮山滴眼水.jpg,我在流浮山滴眼水.jpg,2
307,遺憾,城裡的月光,2
308,風繼續吹,風繼續吹,3
309,是有種人,是有種人,1
310,紅,有心人,2
311,"我們在炎熱與抑鬱的夏天,無法停止抽煙","我愛官恩娜,都不及愛你的哨牙",0
312,復黑王-你還愛我嗎?,禁色,2
313,我的快樂時代 (華星40系列),黃金時代,3
314,介乎法國與旺角的詩意,邊一個發明了返工,2
315,寂寞的星期五,菊花的味道,3
316,鄭中基正宗 K 新曲精選,無賴,1
317,側田,命硬,2
318,回蔚-莫文蔚專輯,外面的世界,2
319,最好的時刻 2006-2012,鍾無艷,2
320,飛馬,一生中最愛,2
321,他在那裡,"相愛很難 - 電影""男人四十""歌曲",2
322,I ALSO DON'T KNOW (Live),喫煙席 - Live,3
323,How Many Times (Studio Live),How Many Times - Studio Live,2
324,I ALSO DON'T KNOW (Live),只因當時太緊張 - Live,3
325,I ALSO DON'T KNOW (Live),只收一半 - Live,2
326,I ALSO DON'T KNOW (Live),因講了出來 - Live,3
327,夢幻的笑容,講不出再見,3
328,My Love,心亂如麻,1
329,I ALSO DON'T KNOW (Live),介乎法國與旺角的詩意 - Live,3
330,愛到你發狂,相識非偶然,2
331,我和我追逐的夢,把今生忘掉,2
332,等你等到我心痛精選,還是覺得你最好,2
333,Swing,1984,2
334,你說之後會找我,心,3
335,Best of Daniel Chan,愛你(躲你),2
336,Unique (華星40系列),向全世界說愛你,1
337,"有意 (劇集 ""烈火雄心III"" 片尾曲)","有意 - (劇集 ""烈火雄心III"" 片尾曲)",2
338,"最後一次分手 (劇集 ""完美叛侶"" 主題曲)","最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",2
339,是愛是緣,Oh!夜,1
340,Da De Dum 我失戀,Lover's Concerto,2
341,精彩精選,"沒名字的歌,無名字的你",2
342,Got to Be Real,我是你未來,2
343,星光,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",0
344,渴望,渴望,0
345,Live Like 18 (新曲+精選),紅綠燈,2
346,Ginadoll,圓,2
347,Greatest Hits,第29天,1
348,草蜢音樂大全101,半點心,1
349,Uncle Ray 70th Anniversary – Always On My Mind,獅子山下 - 香港電台電視劇[獅子山下主題曲,1
350,火炭麗琪,第十支煙,0
351,Nothing Lasts Forever,借火,1
352,香港是個大商場,給金鐘地鐵站車廂內的人,3
353,Follow,夠鐘,2
354,我最喜愛的Eric Kwok作品展,無人之境,2
355,"我們在炎熱與抑鬱的夏天,無法停止抽煙",美孚根斯堡與白田珍寶金,2
356,rice & shine,陰天快樂,2
357,我本人,我本人,2
358,rice & shine,你給我聽好,2
359,我的視角,我的視角,2
360,難得有情人,難得有情人,1
361,反正是我,K歌之王,2
362,"陪你度過漫長歲月 (""陪安尼度漫月""影主曲)","陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",3
363,"無名, 詩",鋼鐵是怎樣煉成的,2
364,介乎法國與旺角的詩意,失業抗爭歌,2
365,污糟兒,污糟兒,1
366,介乎法國與旺角的詩意,社會主義青年,2
367,情意結,情意結,2
368,只愛陌生人,郵差 - 蝴蝶 廣東版,2
369,Free Love,喜歡喜歡你,3
370,真經典 - 黎瑞恩,一人有一個夢想,2
371,beGin,月球下的人,2
372,I ALSO DON'T KNOW (Live),SABINA之淚 - Live,3
373,"喜歡戀愛""粵語精選""",垃圾,2
374,Jacky Cheung 15,你的名字 我的姓氏,2
375,巨星,人生曲,2
376,Super Girl,東京百貨,2
377,靜聽精彩十三首,明知故犯,2
378,I ALSO DON'T KNOW (Live),下亞厘畢道 - Live,3
379,Processing,隔離 - Studio Live Duet,1
380,Millennium 3CD Box Set Vol. 2,風是冷,2
381,I am what I am,"今生今世 - 電影""金枝玉葉""歌曲",2
382,妳幸福嗎?,妳幸福嗎?,2
383,甄妮至愛2000精選,夢想號黃包車,1
384,金碟鐵盒珍藏系列 - 鄭伊健,不要哭了 - Acoustic Version,2
385,情歌篇,夜半輕私語,1
386,黎明24K金精選,願你今夜別離去,1
387,寵愛,追,2
388,"似真如假 (劇集 ""反黑路人甲"" 主題曲)","似真如假 - 劇集 ""反黑路人甲"" 主題曲",0
389,BTB-常在我心間...愛你不分早晚-關正傑,常在我心間...愛你不分早晚,2
390,Implode,有時,2
391,Nice So Nice (舊愛還是最美),如果這是我愛你最好的距離,3
392,真經典 - 黎瑞恩,愛你一定快樂,2
393,紅日,紅日 - 電視劇「他來自天堂」主題曲,0
394,聽海浪REMIX,聽海浪REMIX,3
395,Friends For Life,仍能情深愛上,2
396,Hopelessly Romantic Collection,連續劇,2
397,3D (新曲 + 精選),討厭,2
398,"Dear My Friend,","Dear My Friend,",2
399,真經典 - 黎瑞恩,發誓,0
400,火炭麗琪,攻陷你的西,3
401,H3M,於心有愧,2
402,聖馬力諾之心,聖馬力諾之心,0
403,山林道,山林道,1
404,石頭記,石頭記 - 電影「金燕子」主題曲,1
405,廿一世紀精選,春光乍洩,1
406,寂寞的星期五,寂寞的星期五,2
407,My January (Deluxe Version),人非草木,3
408,適婚的年齡,四句,2
409,"我們在炎熱與抑鬱的夏天,無法停止抽煙",Japan實瓜,2
410,火炭麗琪,海,3
411,介乎法國與旺角的詩意,濕濕的夢,1
412,13樓的大笨象,13樓的大笨象,3
413,TASTE OF TEARS (Live),牛頭角青年 - Live,3
414,TASTE OF TEARS (Live),美麗新香港 - Live,2
415,Coming Home,容易受傷的女人,2
416,TASTE OF TEARS (Live),失業抗爭歌 - Live,3
417,Slowness,載我走,2
418,TASTE OF TEARS (Live),愛情disabled - Live,2
419,TASTE OF TEARS (Live),我們一起離開吧 - Live,1
420,TASTE OF TEARS (Live),露體狂小丁 - Live,3
421,天空,棋子,2
422,TASTE OF TEARS (Live),再殺一個人 - Live,3
423,靚聲王Live靚歌101,湖海爭霸錄,2
424,I ALSO DON'T KNOW (Live),年輕的茶餐廳老闆娘 - Live,3
425,葉蒨文國語精選,驛動的心,2
426,Unforgettable,熱血英雄,3
427,校園民歌05,思念總在分手後,2
428,I ALSO DON'T KNOW (Live),土瓜灣情歌 - LIVE - Live,3
429,金曲滿天星 - 經典精精選,路直路彎,2
430,"麗莎, Vol. 2 (珍藏版) [修復版]",相思夢難圓 - 修復版,3
431,螢光粉紅 (2nd Version),終身美麗 (電影“瘦身男女”主題曲),1
432,I ALSO DON'T KNOW (Live),失落沮喪歌 - Live,3
433,The First Album Of Siu Fay,時光機,3
434,Together,回憶裡沒有冬季,1
435,歸來吧,飄雪,2
436,笑忘書,餘震,2
437,I ALSO DON'T KNOW (Live),彌敦道的一晚 goodtrip - Live,3
438,I ALSO DON'T KNOW (Live),terence的心事 - Live,3
439,我生,愛得太遲,1
440,YOU CAN,陰天,1
441,"姚蘇蓉, Vol. 1 (國語珍藏版精選)",負心的人,1
442,最後一次,最後一次,3
443,首麟影視歌,曾經 - 電視劇「黃金十年」插曲,2
444,20週年-許冠傑 90'電影金曲精選,天才與白痴往日情,3
445,多謝安琪:演唱會預習歌單1,鍾無艷,2
446,EasON AIR,下週同樣時間 (再見) - Live at EasON AIR,1
447,迷惑,"愛的逃兵 - 電影 ""愛的逃兵"" 歌曲",2
448,Nice So Nice (舊愛還是最美),讓懂你的人愛你,2
449,Best Cantopop Tunes,你當我什麼,2
450,末日快車,末日快車,2
451,無念,彳亍,2
452,香港是個大商場,terence的心事,2
453,我愛明哥 黃耀明作品精選集,罅隙,2
454,陪你倒數,春夏秋冬,3
455,適婚的年齡,男神與寇比力克,2
456,火炭麗琪,My Dear Friend Ka Hei,3
457,火炭麗琪,某夜電影中心,2
458,佚名,佚名,0
459,真愛 新曲 + 真正精選,一千個傷心的理由,2
460,"我們在炎熱與抑鬱的夏天,無法停止抽煙",和陳五msn,3
461,心之科學,心之科學,3
462,真情流露-張學友,分手總要在雨天,2
463,祥情廿載,敢愛敢做,1
464,Miriam,假如讓我說下去,2
465,真情難收,一輩子的錯,3
466,第二道彩虹,六月天,2
467,唱遊,"償還 - ""紅豆""廣東版",2
468,薛丁格的貓,東京人壽,3
469,極品天碟 BEYOND,舊日的足跡,1
470,張偉文.唱好自己,離別再叮嚀,2
471,I ALSO DON'T KNOW (Live),以為和你熟 - Live,3
472,I ALSO DON'T KNOW (Live),時代的孩子 節錄 - Live,2
473,靜靜,靜靜,2
474,葉蒨文 24K Mastersonic Compilation,情人知己,2
475,TASTE OF TEARS (Live),九龍公園游泳池 - Live,3
476,Swing 到盡,那邊見,1
477,I ALSO DON'T KNOW (Live),20GB - Live,3
478,一生何求,對不對,2
479,真情流露-張學友,歲月流情,2
480,十指緊扣 (特別版),祝君好,2
481,"手中沙 (劇集 ""不懂撒嬌的女人"" 片尾曲)","手中沙 - 劇集 ""不懂撒嬌的女人"" 片尾曲",1
482,此刻無價 C AllCollection,再不再見,3
483,精選王系列之我說過要你快樂 吳國敬,我說過要你快樂,2
484,I ALSO DON'T KNOW (Live),今宵多珍重 - Live,3
485,藍調,面具,2
486,我愛經典系列 - 陳百強 (Danny Chan),偏偏喜歡你,2
487,黎明音樂大全 101,願你今夜別離去 - 無綫電視劇《原振俠》主題曲,1
488,賞味人間,好心分手,2
489,我愛經典系列 - 葉蒨文,長夜MY LOVE GOODNIGHT,2
490,EasON AIR,無底洞 - Live at EasON AIR,1
491,戲劇人生,女人心,2
492,徐小鳳金曲精選,情比雨絲,2
493,Discover,爸爸的汽水,1
494,風不息,當我知道你們相愛,2
495,"喜愛便一起 (劇集 ""一笑渡凡間"" 主題曲)","喜愛便一起 - 劇集 ""一笑渡凡間"" 主題曲",1
496,最愛 40 - Beloved 40,莫再悲,2
497,"天使 (劇集 ""寶寶大過天"" 主題曲)","天使 - 劇集 ""寶寶大過天"" 主題曲",2
498,"December, 25 - Scaro Remix","December, 25 - Scaro Remix",3
499,True Legend 101,I LOVE YOU SO太愛妳,1
500,一格格,一格格,2
501,LMFXXYEARFEST,今宵多珍重,3
502,給前度的音樂會,唯獨你是不可取替,3
503,"無名, 詩",出走太平洋,2
504,The Best Moment,十面埋伏,3
505,香港是個大商場,公司裁員三百人,2
506,The Easy Ride,大開眼戒,2
507,情若無花不結果,情若無花不結果,2
508,閃亮的青春,若然冬天沒有花,1
509,愛在記憶中找你,愛在記憶中找你,3
510,Live For Today,十面埋伏,3
511,給十年後的我,慕容雪,2
512,我的快樂時代 (華星40系列),我的快樂時代,2
513,痴心的一句,痴心的一句 - 電影「瘋狂遊戲」主題曲,2
514,My Favourite Hits,再見二丁目,2
515,"回到以前 (劇集 ""棟仁的時光"" 片尾曲)","回到以前 - 劇集 ""棟仁的時光"" 片尾曲",2
516,Make Up,飛女正傳,1
517,心思思、愛情最緊要,心思思 - 電視劇 “對對糊” 主題曲,2
518,陳秀雯,甜蜜如軟糖,1
519,TASTE OF TEARS (Live),詩歌舞街 - Live,2
520,情歌1,夕陽之歌,3
521,Dating Stephy,電燈膽,1
522,Funnygirl,男孩像你,3
523,白金珍藏版 蔡楓華,何必曾相識,2
524,風一樣的男子,IF,2
525,愛音樂三人行 - 許志安,世紀末煙花,3
526,I ALSO DON'T KNOW (Live),和陳五msn - Live,3
527,TASTE OF TEARS (Live),你叫我譯一首德國歌詞 - Live,3
528,TASTE OF TEARS (Live),失落沮喪歌 - Live,3
529,I ALSO DON'T KNOW (Live),心 - Live,3
530,周國賢同名EP,目黑 - 合唱版,2
531,新曲與精選,我為你狂,1
532,經典系列 - 甚麼是緣份,甚麼是緣份,2
533,不停站,回憶備份,2
534,追憶似水芳華,交出我的心,1
535,HELLO…MY NAME IS,你當我什麼,2
536,滾石香港黃金十年-杜德偉精選,情人,1
537,TVB無線電視劇情歌集,"護航 - (劇集 ""西遊記"" 片尾曲)",2
538,真經典 - 許冠傑,鬼馬雙星 - 電影《鬼馬雙星》歌曲,1
539,"聽雪落淚 (劇集 ""烈火如歌"" 主題曲)","聽雪落淚 - 劇集 ""烈火如歌"" 主題曲",2
540,夏之風物詩,夏之風物詩,1
541,哥哥的歌,打開信箱,3
542,Do U Know…,離家出走,2
543,該如何放棄愛,該如何放棄愛,3
544,孤勇者 (Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,0
545,Can You Hear,"Can You Hear - 劇集 ""白色強人"" 插曲",2
546,On Hits,徒然,2
547,勁歌. 金曲新曲 + 精選,大雄,2
548,My Way,斷點,1
549,情歌1,心仍是冷,2
550,吻別,一路上有你,2
551,Shall We Talk (Tre Lune MMXIX),Shall We Talk,2
552,All the Best,緋聞男友,1
553,如果天空要下雨,甘心替代你,2
554,絲絲記憶情歌精選,遙遠的她,2
555,太平道,太平道,2
556,過敏世界,離開以後,2
557,感覺貼心,要知道你的感覺,1
558,醉迷情人,誰願放手,2
559,Good Time,十八,1
560,盧冠廷,但願人長久,2
561,只愛陌生人,當時的月亮,2
562,I ALSO DON'T KNOW (Live),散步之年 - Live,3
563,L.O.V.E.,漸漸,2
564,TASTE OF TEARS (Live),香港香港 - Live,3
565,一生何求,誰是知己,2
566,TASTE OF TEARS (Live),今宵多珍重 - Live,1
567,齊唱金曲管弦夜,主信實無變,3
568,我還是你的 (情歌王),勁歌. 金曲2 (情歌王),2
569,太極30週年精選,我的背影,1
570,浪漫情懷,如果,1
571,只因當時太緊張,Gi Gi Leung Is Dead,3
572,織個彩色夢,夜半無人私語時,2
573,Distance,Distance,0
574,TASTE OF TEARS (Live),K同學 - Live,3
575,Love In L.A,愛在今宵,0
576,BTB-夢的預言-蔡國權,順流逆流,2
577,I ALSO DON'T KNOW (Live),那陣時不知道 - Live,3
578,Don't Text Him,Let Us Go Then You and I,3
579,朱咪咪喜唱玩樂38首,每日懷念你,3
580,TASTE OF TEARS (Live),西西弗斯之歌 - Live,0
581,給十年後的我,Better Me,2
582,陳百強突破精選,突破,2
583,凡星 (天星銀行airstar音樂劇場主題曲),凡星 (天星銀行airstar音樂劇場主題曲),2
584,黎明音樂大全 101,如果這是情,3
